time_diff,event_score,num_performers,performer_score,upcoming_events,genre,venue_score,venue_lat,venue_lon,listing_count,median_price
37.30689,0.418,1,0.3,1,Electronic,0.48,32.7912,-96.7691,2,38.0
37.30689,0.0,1,0.31,11,Rock,0.44,41.8781,-87.6298,2,101.0
37.30689,0.359,1,0.42,9,Rock,0.5,33.6998,-117.918,4,146.0
37.30689,0.0,1,0.39,4,Jazz,0.32,39.0673,-108.563,3,49.0
37.30689,0.0,3,0.38,16,Rock,0.22,45.6847,-111.046,8,160.0
37.30689,0.0,1,0.34,31,Electronic,0.0,26.0508,-80.2113,2,66.0
37.30689,0.0,1,0.45,5,Hip-Hop,0.48,33.4544,-112.015,9,173.0
37.30689,0.0,1,0.33,31,Hip-Hop,0.32,34.7267,-86.5903,3,85.0
37.32772,0.338,1,0.25,1,Pop,0.5,36.0934,-115.176,2,83.0
37.32772,0.661,2,0.48,38,Alternative,0.61,38.5161,-121.417,111,449.0
37.32772,0.0,1,0.31,1,Blues,0.35,40.582,-122.389,4,95.0
37.32772,0.259,1,0.44,2,Rock,0.39,38.9593,-119.941,1,87.0
37.34856,0.0,1,0.39,16,Country,0.4,39.7762,-104.969,22,87.0
37.34856,0.0,1,0.34,41,Rock,0.41,48.4233,-123.362,9,130.0
37.34856,0.512,1,0.37,40,Rock,0.51,37.784,-122.433,11,247.0
37.34856,0.452,1,0.47,32,Pop,0.53,34.0446,-118.265,15,100.0
37.34856,0.512,2,0.32,27,Country,0.55,37.808,-122.27,31,115.0
37.34856,0.271,1,0.23,2,Blues,0.45,32.7194,-117.168,2,146.0
37.34856,0.48,1,0.45,2,Rock,0.51,32.7555,-97.3308,53,231.0
37.34856,0.0,1,0.34,21,Rock,0.32,42.939,-123.284,4,170.0
37.34856,0.447,1,0.3,2,Latin,0.54,34.0522,-118.244,57,130.0
37.34856,0.456,2,0.34,11,Hip-Hop,0.44,38.9636,-119.939,6,110.0
37.34856,0.0,1,0.35,47,Alternative,0.0,38.2396,-97.773,2,215.0
37.34856,0.0,1,0.26,7,Rock,0.24,32.72,-117.22,16,45.0
37.34856,0.261,1,0.44,3,Rock,0.4,29.9173,-90.1008,5,297.0
37.34856,0.391,1,0.29,9,Rock,0.49,47.6613,-122.314,4,73.0
37.34856,0.382,1,0.33,15,Rock,0.52,39.2277,-120.005,2,68.0
37.34856,0.512,1,0.34,3,Jazz,0.51,34.0551,-118.249,4,587.0
37.34856,0.427,1,0.35,26,Pop,0.47,33.7288,-116.39,6,241.0
37.34856,0.463,2,0.35,24,Rnb,0.47,33.7212,-116.194,34,90.0
37.34856,0.0,1,0.48,16,Pop,0.0,36.1341,-115.168,155,496.0
37.34856,0.326,1,0.32,32,Rock,0.44,36.1146,-115.173,87,96.0
37.34856,0.46,3,0.36,13,Pop,0.5,34.1878,-118.887,18,200.0
37.34856,0.0,1,0.22,8,Rock,0.34,34.0869,-117.694,124,92.0
37.34856,0.32,3,0.46,3,Rock,0.45,33.4819,-117.671,2,71.0
37.34856,0.473,1,0.35,49,Rock,0.5,37.3308,-121.89,98,131.0
37.34856,0.0,1,0.35,9,Rock,0.5,36.0934,-115.176,98,344.0
37.34856,0.0,1,0.4,17,Rap,0.49,37.7912,-122.413,178,235.0
37.36939,0.388,1,0.46,25,Pop,0.5,47.6086,-122.339,25,141.0
37.39022,0.0,1,0.24,1,Country,0.32,45.523,-122.674,1,123.0
37.39022,0.317,1,0.25,6,Rap,0.47,34.0471,-118.248,3,50.0
37.39022,0.0,1,0.25,5,Alternative,0.31,37.7697,-122.42,3,138.0
37.39022,0.429,1,0.4,4,Electronic,0.45,37.7492,-122.386,4,130.0
37.39022,0.0,1,0.41,25,Pop,0.4,34.1013,-118.323,6,170.0
37.43189,0.354,1,0.27,5,Electronic,0.46,34.0452,-118.251,2,92.0
37.45272,0.0,1,0.34,4,Electronic,0.0,36.1295,-115.165,3,192.0
37.45272,0.0,1,0.41,5,Electronic,0.0,36.1341,-115.168,2,90.0
37.57772,0.317,4,0.33,36,Pop,0.45,32.8578,-96.8929,1,74.0
38.01522,0.457,1,0.25,2,Rock,0.58,41.4917,-72.0909,115,98.0
38.14022,0.388,1,0.25,4,Pop,0.47,33.7288,-116.39,14,113.0
38.14022,0.289,2,0.34,15,Alternative,0.47,42.3529,-71.1326,8,58.0
38.16106,0.356,2,0.28,21,Pop,0.47,30.2405,-97.7283,6,224.0
38.18189,0.382,1,0.29,8,Rock,0.45,40.216,-74.0098,3,119.0
38.18189,0.479,1,0.37,9,Soul,0.46,36.8841,-76.3014,46,147.0
38.18189,0.391,1,0.26,19,Pop,0.47,27.3429,-82.5504,25,135.0
38.18189,0.402,1,0.57,2,Hip-Hop,0.48,32.8767,-80.0093,79,202.0
38.18189,0.0,1,0.45,24,Country,0.45,33.7652,-78.8074,3,260.0
38.18189,0.0,1,0.27,8,Jazz,0.44,41.0981,-73.958,2,125.0
38.18189,0.527,7,0.41,3,Hip-Hop,0.53,39.3549,-74.4384,546,160.0
38.18189,0.0,1,0.35,5,Rock,0.37,34.0991,-84.5206,4,135.0
38.18189,0.367,1,0.28,5,Pop,0.49,40.746,-73.9829,1,162.0
38.18189,0.317,1,0.19,3,Rock,0.45,30.2409,-97.7288,1,53.0
38.18189,0.475,2,0.31,6,Rnb,0.52,40.6459,-73.9581,61,153.0
38.18189,0.0,2,0.29,48,Rock,0.43,33.7518,-84.3897,4,72.0
38.20272,0.414,1,0.36,12,Rock,0.42,32.7865,-79.9308,14,144.0
38.20272,0.0,1,0.35,44,Rock,0.32,42.8938,-78.8758,4,87.0
38.20272,0.481,1,0.29,34,Rock,0.54,40.7697,-73.9927,12,98.0
38.20272,0.337,1,0.2,4,Folk,0.48,38.8386,-77.0622,4,113.0
38.20272,0.0,1,0.51,5,Rock,0.22,40.35,-79.9962,1,56.0
38.20272,0.442,1,0.37,23,Pop,0.48,29.2272,-81.0106,192,152.0
38.20272,0.396,1,0.35,33,Jazz,0.49,42.7239,-84.4707,10,176.0
38.22356,0.54,1,0.42,21,Rock,0.59,40.7805,-73.981,151,195.0
38.22356,0.368,1,0.28,1,Country,0.49,38.9782,-76.4945,41,75.0
38.22356,0.411,2,0.35,33,Pop,0.52,26.7069,-80.0611,24,144.0
38.22356,0.372,1,0.34,26,Pop,0.44,27.9656,-82.801,4,185.0
38.22356,0.346,2,0.26,3,Rnb,0.46,42.3393,-83.0672,57,113.0
38.22356,0.0,1,0.32,1,Rock,0.28,41.4772,-81.7736,1,111.0
38.22356,0.531,1,0.44,20,Rap,0.46,41.0807,-81.5204,220,90.0
38.22356,0.0,1,0.3,10,Country,0.41,24.5572,-81.8027,1,153.0
38.22356,0.303,1,0.27,23,Alternative,0.45,41.5082,-81.5804,3,54.0
38.22356,0.0,1,0.3,17,Folk,0.35,36.1522,-86.7763,1,201.0
38.22356,0.433,2,0.37,26,Pop,0.46,27.7672,-82.6321,62,92.0
38.22356,0.0,1,0.35,13,Rnb,0.38,27.9937,-82.3711,7,295.0
38.22356,0.456,2,0.28,9,Alternative,0.55,42.3474,-71.0957,11,99.0
38.22356,0.346,2,0.25,9,Alternative,0.49,42.3323,-83.0416,1,63.0
38.22356,0.0,1,0.38,31,Rock,0.27,42.6527,-73.7504,6,128.0
38.22356,0.319,2,0.38,30,Country,0.45,39.7745,-86.1511,8,74.0
38.22356,0.401,1,0.34,33,Alternative,0.46,36.1465,-79.4216,117,105.0
38.22356,0.471,2,0.4,44,Rock,0.49,39.9623,-83.0017,33,199.0
38.22356,0.486,1,0.36,11,Electronic,0.53,39.9656,-75.1351,7,95.0
38.24439,0.378,1,0.31,41,Alternative,0.42,44.9775,-93.275,3,125.0
38.26522,0.343,1,0.3,26,Folk,0.43,41.2665,-95.9342,2,66.0
38.26522,0.463,1,0.38,13,Country,0.44,29.7384,-98.1044,13,185.0
38.26522,0.0,1,0.32,15,Blues,0.44,41.2851,-96.0086,1,126.0
38.26522,0.0,1,0.38,10,Alternative,0.36,35.4935,-97.5202,3,165.0
38.26522,0.286,1,0.31,20,Country,0.46,30.266,-97.7404,13,46.0
38.26522,0.387,1,0.37,12,Rock,0.45,38.6558,-90.305,1,82.0
38.28606,0.419,1,0.35,26,Pop,0.48,33.415,-111.831,8,149.0
38.30689,0.0,1,0.42,9,Rock,0.44,32.7157,-117.161,35,165.0
38.30689,0.4,1,0.35,24,Rnb,0.34,35.1678,-114.573,35,105.0
38.30689,0.0,1,0.4,17,Rap,0.48,38.5699,-121.491,41,202.0
38.30689,0.491,1,0.41,13,Latin,0.5,37.3308,-121.89,216,201.0
38.30689,0.0,1,0.33,4,Jazz,0.31,32.2249,-110.969,4,64.0
38.30689,0.0,1,0.36,173,Pop,0.58,36.0988,-115.175,18,153.0
38.30689,0.32,2,0.3,28,Rock,0.44,32.2219,-110.967,6,88.0
38.30689,0.378,2,0.38,47,Electronic,0.43,47.657,-117.426,3,63.0
38.30689,0.401,1,0.34,3,Country,0.5,39.7402,-104.975,6,87.0
38.30758,0.314,3,0.38,16,Rock,0.43,46.8696,-113.996,8,123.0
38.32772,0.0,2,0.48,38,Alternative,0.62,37.7704,-122.387,359,194.0
38.32772,0.36,1,0.5,28,Rap,0.5,36.0934,-115.176,9,123.0
38.34856,0.415,1,0.33,15,Rock,0.52,39.2277,-120.005,2,67.0
38.34856,0.341,1,0.29,13,Rock,0.47,47.6138,-122.32,5,77.0
38.34856,0.518,1,0.38,42,Alternative,0.47,34.0609,-117.751,23,121.0
38.34856,0.0,1,0.31,13,Alternative,0.47,45.5407,-122.663,3,64.0
38.34856,0.0,1,0.41,36,Rnb,0.36,36.1142,-115.171,82,227.0
38.34856,0.403,3,0.36,13,Pop,0.49,36.1697,-115.152,1,228.0
38.34856,0.359,1,0.29,9,Rock,0.45,45.5008,-122.655,4,144.0
38.36939,0.0,1,0.25,1,Rap,0.0,38.9145,-76.9859,1,108.0
38.39022,0.392,1,0.47,32,Pop,0.48,36.9713,-122.026,6,161.0
38.39022,0.294,1,0.23,1,Hard Rock,0.45,45.5226,-122.657,1,60.0
38.39022,0.0,1,0.23,1,Hip-Hop,0.31,37.7697,-122.42,4,53.0
38.57772,0.0,4,0.33,36,Pop,0.32,39.0953,-94.5761,3,94.0
38.91106,0.0,1,0.47,2,Alternative,0.39,40.7596,-73.9873,2,60.0
39.16106,0.0,2,0.28,21,Pop,0.23,32.7906,-96.8145,14,77.0
39.18189,0.0,1,0.32,19,Rock,0.410684,45.2727,-66.0577,1,88.0
39.20272,0.328,1,0.38,34,Country,0.48,38.8386,-77.0622,4,168.0
39.20272,0.434,2,0.4,44,Rock,0.46,41.2454,-75.8817,165,147.0
39.22356,0.0,1,0.25,3,Rock,0.35,36.1522,-86.7763,2,156.0
39.22356,0.534,1,0.42,21,Rock,0.59,40.7805,-73.981,159,182.0
39.22356,0.0,1,0.44,20,Rap,0.37,40.5191,-80.2124,189,90.0
39.26522,0.376,1,0.33,11,Rnb,0.47,36.1603,-86.7758,21,199.0
39.26522,0.0,1,0.33,31,Hip-Hop,0.33,33.7454,-84.3606,11,98.0
39.26522,0.344,1,0.3,26,Folk,0.43,41.2665,-95.9342,2,65.0
39.30689,0.0,1,0.36,173,Pop,0.58,36.0988,-115.175,28,149.0
39.30689,0.0,2,0.27,13,Country,0.31,32.2249,-110.969,1,39.0
39.30689,0.37,1,0.27,23,Alternative,0.41,35.0847,-106.655,3,67.0
39.30689,0.493,1,0.38,42,Alternative,0.48,32.7482,-117.131,2,411.0
39.30689,0.0,1,0.28,25,Pop,0.37,33.4511,-112.079,5,90.0
39.30689,0.415,2,0.28,6,Rock,0.46,45.5192,-122.652,4,87.0
39.34856,0.0,1,0.32,27,Country,0.53,36.5517,-121.922,7,128.0
39.34856,0.387,1,0.29,13,Rock,0.46,45.5514,-122.676,2,121.0
39.34856,0.424,1,0.47,32,Pop,0.49,37.7879,-122.422,6,74.0
39.36939,0.316,1,0.37,40,Rock,0.47,45.5407,-122.663,1,167.0
40.16106,0.0,1,0.29,48,Rock,0.0,40.0937,-82.9922,1,102.0
40.16106,0.374,2,0.28,21,Pop,0.51,29.7539,-95.3641,4,72.0
40.17495,0.453,4,0.49,17,Hard Rock,0.5,38.9974,-77.0276,22,97.0
40.18189,0.0,1,0.32,19,Rock,0.39961,45.96,-66.6371,1,76.0
40.18189,0.377,2,0.29,21,Folk,0.52,38.918,-77.0237,7,107.0
40.18189,0.0,2,0.29,34,Rock,0.4,35.2394,-80.8458,29,96.0
40.18189,0.408,1,0.38,31,Rock,0.5,42.3521,-71.1194,12,95.0
40.20272,0.332,1,0.38,34,Country,0.48,38.8386,-77.0622,4,166.0
40.20272,0.409,2,0.35,33,Pop,0.46,27.7672,-82.6321,104,94.0
40.22356,0.425,1,0.34,26,Pop,0.47,30.3263,-81.6557,19,127.0
40.22356,0.272,1,0.26,24,Country,0.44,40.4808,-79.9723,5,113.0
40.22356,0.0,1,0.28,6,Pop,0.41,45.4413,-73.4404,19,113.0
40.22356,0.0,1,0.26,6,Rock,0.5,29.7858,-95.3668,2,58.0
40.22356,0.402,1,0.33,27,Soul,0.5,29.7858,-95.3668,22,158.0
40.22356,0.407,2,0.37,26,Pop,0.53,35.9931,-78.9023,102,111.0
40.22356,0.454,1,0.35,33,Jazz,0.51,42.9688,-85.6721,69,193.0
40.22356,0.337,1,0.34,33,Alternative,0.4,37.5617,-77.4695,3,118.0
40.22356,0.343,1,0.29,21,Country,0.46,35.5871,-82.5644,4,222.0
40.22356,0.421,2,0.28,9,Alternative,0.49,38.9173,-77.0289,46,142.0
40.22356,0.0,2,0.36,31,Electronic,0.43,32.785,-96.8083,8,78.0
40.24439,0.347,2,0.38,10,Blues,0.37,38.9547,-95.2629,22,95.0
40.24439,0.346,1,0.33,31,Hip-Hop,0.47,35.8164,-78.6209,7,78.0
40.26522,0.33,1,0.31,20,Country,0.42,36.0664,-94.1664,11,66.0
40.26522,0.389,1,0.46,25,Pop,0.47,44.9817,-93.2722,4,182.0
40.26522,0.0,1,0.38,13,Country,0.36,35.4935,-97.5202,43,137.0
40.26522,0.0,1,0.5,28,Rap,0.33,32.7825,-96.7833,1,88.0
40.26522,0.449,1,0.4,45,Rock,0.5,41.2561,-95.9369,13,138.0
40.26522,0.0,1,0.29,28,Alternative,0.37,33.4511,-112.079,5,224.0
40.28606,0.304,2,0.25,10,Alternative,0.46,39.7534,-104.993,5,71.0
40.28606,0.428,1,0.4,21,Rock,0.47,40.0192,-105.277,26,207.0
40.30689,0.0,4,0.23,24,Hard Rock,0.27,32.7685,-117.201,2,114.0
40.30689,0.4,1,0.31,41,Alternative,0.5,39.7402,-104.975,8,84.0
40.30689,0.369,1,0.28,25,Pop,0.48,32.7482,-117.131,8,60.0
40.30689,0.466,1,0.37,45,Rap,0.48,38.5699,-121.491,21,88.0
40.30689,0.0,1,0.32,15,Alternative,0.33,40.7251,-111.896,1,184.0
40.30689,0.301,1,0.21,11,Alternative,0.42,31.7761,-106.503,2,126.0
40.32772,0.385,1,0.35,26,Pop,0.4,37.6396,-120.999,1,232.0
40.32772,0.669,2,0.48,38,Alternative,0.61,33.8078,-117.876,355,375.0
40.34161,0.0,2,0.34,41,Rock,0.31566,49.1435,-122.29,34,109.0
40.34856,0.474,1,0.37,40,Rock,0.49,47.6613,-122.314,1,509.0
40.34856,0.0,1,0.32,27,Country,0.414069,34.41,-119.84,1,79.0
40.34856,0.338,1,0.29,13,Rock,0.46,45.5514,-122.676,5,123.0
40.34856,0.45,1,0.3,19,Alternative,0.45,32.7194,-117.168,4,187.0
40.41106,0.0,1,0.41,36,Rnb,0.36,36.1142,-115.171,83,227.0
41.17495,0.473,4,0.49,17,Hard Rock,0.53,39.9656,-75.1351,12,92.0
41.18189,0.0,1,0.32,9,Folk,0.3,39.985,-83.0377,2,113.0
41.18189,0.493,1,0.36,11,Electronic,0.5,40.7349,-73.9884,15,81.0
41.18189,0.321,1,0.26,3,Alternative,0.45,33.7516,-84.3897,1,42.0
41.18189,0.342,1,0.36,5,Rock,0.49,39.9698,-83.0098,2,83.0
41.20272,0.0,1,0.34,30,Alternative,0.34,40.429,-79.9825,3,95.0
41.20272,0.419,2,0.29,48,Rock,0.42,41.2514,-80.8302,121,78.0
41.20272,0.418,1,0.29,21,Jazz,0.5,30.325,-81.6624,25,129.0
41.20272,0.338,2,0.41,4,Rock,0.43,26.1666,-80.1166,2,55.0
41.20272,0.314,1,0.41,11,Rock,0.46,33.9583,-83.3772,1,53.0
41.20272,0.416,1,0.33,5,Rock,0.6,45.5124,-73.5614,7,272.0
41.20272,0.0,1,0.35,44,Rock,0.42,41.4992,-81.6906,22,84.0
41.20272,0.391,1,0.27,10,Soul,0.45,38.9146,-77.0315,3,61.0
41.20272,0.294,1,0.29,8,Rock,0.41,35.2167,-80.8551,3,113.0
41.22356,0.418,1,0.36,12,Rock,0.52,26.7069,-80.0611,18,176.0
41.22356,0.514,1,0.37,46,Rock,0.45,35.5973,-82.5553,103,131.0
41.22356,0.48,1,0.38,31,Rock,0.55,40.7194,-73.9388,13,103.0
41.22356,0.404,1,0.46,25,Pop,0.5,41.9498,-87.6588,3,144.0
41.22356,0.447,2,0.34,27,Electronic,0.54,33.8903,-84.4697,23,134.0
41.22356,0.371,1,0.43,11,Alternative,0.45,41.5082,-81.5804,1,60.0
41.22356,0.381,1,0.24,4,Rock,0.49,38.9782,-76.4945,1,216.0
41.22356,0.0,1,0.34,31,Electronic,0.34,33.9986,-81.0355,3,84.0
41.22356,0.407,1,0.35,33,Pop,0.47,30.3263,-81.6557,35,130.0
41.22356,0.0,1,0.24,4,Rock,0.13,43.0483,-76.1533,1,114.0
41.22425,0.43,2,0.28,9,Alternative,0.49,38.9173,-77.0289,86,87.0
41.24439,0.319,2,0.31,41,Alternative,0.44,40.7697,-111.903,7,72.0
41.24439,0.36,1,0.38,16,Country,0.5,42.374,-71.1206,7,85.0
41.24439,0.349,1,0.4,23,Hip-Hop,0.42,41.207,-96.0267,195,567.0
41.24439,0.436,1,0.4,45,Rock,0.54,41.5873,-93.6205,13,179.0
41.24439,0.536,1,0.35,33,Jazz,0.57,41.8854,-87.6275,167,165.0
41.26522,0.668,1,0.52,63,Classic Rock,0.6,29.949,-90.0821,186,847.0
41.26522,0.318,1,0.26,19,Rock,0.44,33.5244,-86.7743,2,51.0
41.26522,0.483,2,0.45,29,Pop,0.54,30.2652,-97.7471,12,174.0
41.26522,0.526,1,0.44,20,Rap,0.46,36.1672,-86.7812,358,86.0
41.26522,0.346,1,0.24,11,Hard Rock,0.46,39.7534,-104.993,5,57.0
41.26522,0.462,2,0.41,26,Country,0.42,49.6679,-112.806,48,292.0
41.26522,0.512,1,0.45,24,Country,0.57,36.1612,-86.7785,13,176.0
41.26522,0.585,2,0.47,14,Country,0.62,44.9448,-93.1011,238,160.0
41.26522,0.398,1,0.5,28,Rap,0.48,30.2674,-97.7361,21,238.0
41.26522,0.0,1,0.38,13,Country,0.36,35.4935,-97.5202,36,138.0
41.26522,0.426,1,0.29,28,Alternative,0.47,32.7164,-117.16,12,136.0
41.26522,0.423,1,0.33,27,Soul,0.46,32.8308,-96.7699,15,189.0
41.28606,0.0,1,0.21,11,Alternative,0.29,32.2223,-110.966,1,49.0
41.28606,0.0,1,0.36,50,Rock,0.29,32.7465,-97.3665,292,153.0
41.30689,0.0,1,0.23,17,Hard Rock,0.2,34.0231,-118.242,1,284.0
41.30689,0.0,1,0.27,5,Country,0.26,34.0772,-118.381,1,50.0
41.30689,0.45,1,0.35,26,Pop,0.5,34.1878,-118.887,57,157.0
41.30689,0.429,2,0.27,13,Country,0.47,34.0518,-118.267,3,59.0
41.30689,0.0,1,0.27,23,Alternative,0.31,32.2249,-110.969,4,60.0
41.30689,0.355,1,0.25,1,Rap,0.47,32.7164,-117.16,1,87.0
41.32772,0.63,2,0.48,38,Alternative,0.54,32.7745,-117.075,104,449.0
41.34856,0.429,1,0.3,19,Alternative,0.45,32.7194,-117.168,7,167.0
41.34856,0.331,1,0.38,47,Electronic,0.38,39.5279,-119.814,4,63.0
41.34856,0.304,1,0.33,4,Jazz,0.45,33.4819,-117.671,3,158.0
41.34856,0.0,1,0.29,32,Rock,0.5,47.6571,-117.425,46,80.0
41.34856,0.399,3,0.3,28,Rock,0.48,36.9713,-122.026,3,244.0
41.34856,0.389,1,0.47,32,Pop,0.48,38.5699,-121.491,10,81.0
41.39022,0.312,1,0.24,13,Alternative,0.45,45.5226,-122.657,1,104.0
41.41106,0.0,1,0.2,222,Rock,0.51,36.099,-115.17,4,138.0
41.57772,0.393,4,0.33,36,Pop,0.48,41.9187,-87.6901,2,110.0
42.16106,0.469,2,0.28,21,Pop,0.5,33.8403,-84.3797,49,90.0
42.18189,0.0,1,0.34,30,Alternative,0.325834,42.4593,-83.1334,1,72.0
42.18189,0.503,1,0.36,11,Electronic,0.5,40.7349,-73.9884,15,99.0
42.18189,0.381,1,0.26,19,Pop,0.47,30.3263,-81.6557,12,140.0
42.18189,0.402,2,0.29,34,Rock,0.49,28.3684,-81.5224,10,100.0
42.18189,0.352,1,0.31,30,Rock,0.43,42.8924,-78.8716,1,95.0
42.18189,0.532,2,0.41,27,Country,0.5,41.6512,-83.5366,246,234.0
42.18189,0.304,1,0.38,16,Country,0.48,40.738,-73.9829,16,60.0
42.20272,0.387,1,0.37,25,Country,0.47,42.6546,-73.7502,53,94.0
42.20272,0.488,1,0.36,13,Jazz,0.5,42.3523,-71.0654,11,174.0
42.20272,0.374,1,0.43,1,Soul,0.46,42.3393,-83.0672,19,83.0
42.22356,0.0,1,0.32,12,Rnb,0.39,40.7596,-73.9873,3,73.0
42.22356,0.0,1,0.34,10,Country,0.52,40.8696,-73.4261,23,88.0
42.22356,0.448,1,0.37,46,Rock,0.48,32.7885,-79.9369,7,192.0
42.22356,0.448,1,0.33,31,Hip-Hop,0.5,38.9974,-77.0276,27,86.0
42.22356,0.349,1,0.24,10,Country,0.5,42.374,-71.1206,5,89.0
42.22356,0.383,1,0.29,9,Rock,0.46,34.0095,-81.0276,147,70.0
42.22356,0.0,1,0.31,14,Rock,0.0,30.2442,-97.7797,2,104.0
42.22356,0.354,1,0.28,19,Rock,0.46,43.6541,-70.2623,7,70.0
42.22356,0.383,1,0.28,15,Alternative,0.45,38.9146,-77.0315,4,114.0
42.22356,0.418,1,0.38,31,Rock,0.49,39.9414,-75.1487,10,96.0
42.22356,0.0,2,0.44,19,Country,0.59,43.0417,-87.9162,486,153.0
42.22356,0.0,1,0.36,33,Country,0.37,35.0356,-85.3145,2,172.0
42.22356,0.37,1,0.41,23,Pop,0.43,27.9608,-82.4406,4,163.0
42.22356,0.537,2,0.37,26,Pop,0.6,40.7599,-73.9803,179,184.0
42.22356,0.0,2,0.41,41,Country,0.33,44.9841,-93.2792,10,114.0
42.22356,0.329,1,0.36,39,Rock,0.33,41.6332,-70.9252,1,156.0
42.22356,0.388,1,0.26,19,Electronic,0.41,42.4,-71.12,5,161.0
42.22356,0.383,1,0.43,11,Alternative,0.43,41.1315,-85.1023,3,78.0
42.22356,0.389,1,0.31,11,Jazz,0.51,39.9475,-75.1647,12,184.0
42.22356,0.333,1,0.46,25,Pop,0.44,41.5714,-81.5704,6,80.0
42.22356,0.31,1,0.25,9,Rock,0.45,35.9098,-79.0689,2,130.0
42.22356,0.398,1,0.3,12,Electronic,0.42,45.4348,-73.6862,4,124.0
42.24439,0.0,2,0.26,10,Rock,0.26,32.762,-79.987,1,63.0
42.24439,0.398,1,0.4,23,Hip-Hop,0.48,42.3624,-87.8313,170,147.0
42.26522,0.354,1,0.24,1,Country,0.46,43.0305,-87.9346,43,62.0
42.26522,0.435,1,0.35,10,Latin,0.45,43.0418,-87.9068,9,213.0
42.26522,0.485,1,0.38,42,Alternative,0.44,29.4486,-98.4877,2,180.0
42.26522,0.354,1,0.5,28,Rap,0.48,29.7521,-95.3547,8,158.0
42.26522,0.329,2,0.24,22,Hard Rock,0.47,44.9817,-93.2722,4,63.0
42.26522,0.332,1,0.26,9,Blues,0.48,29.7521,-95.3547,1,77.0
42.26522,0.537,2,0.41,26,Country,0.58,51.0382,-114.051,460,178.0
42.26522,0.388,1,0.37,24,Rock,0.47,43.0411,-87.9104,64,1004.0
42.26522,0.526,1,0.45,24,Country,0.57,36.1612,-86.7785,33,199.0
42.26522,0.49,2,0.45,29,Pop,0.54,30.2652,-97.7471,20,175.0
42.26522,0.399,1,0.34,31,Electronic,0.46,33.9583,-83.3772,4,63.0
42.26522,0.0,1,0.26,19,Rock,0.26,36.1727,-86.7828,2,187.0
42.26522,0.446,1,0.35,33,Jazz,0.49,43.039,-87.9109,40,213.0
42.26522,0.0,1,0.29,8,Rock,0.29,34.7345,-86.5925,1,61.0
42.26522,0.446,1,0.23,7,Rock,0.5,29.7858,-95.3668,2,70.0
42.26522,0.0,1,0.31,20,Country,0.33,36.1757,-86.7556,1,283.0
42.26522,0.441,1,0.33,11,Rnb,0.48,44.7133,-93.4227,47,92.0
42.26522,0.615,2,0.47,14,Country,0.66,41.8806,-87.674,328,248.0
42.26522,0.0,1,0.27,17,Alternative,0.42,42.3657,-71.0617,2,41.0
42.28606,0.279,1,0.27,20,Country,0.43,29.5779,-98.6906,1,44.0
42.28606,0.0,1,0.23,17,Hard Rock,0.27,32.7685,-117.201,1,138.0
42.28606,0.37,2,0.32,16,Jazz,0.48,33.415,-111.831,8,89.0
42.28606,0.404,1,0.36,31,Electronic,0.46,36.1641,-86.7973,10,68.0
42.30689,0.0,1,0.29,16,Country,0.0,49.2773,-123.066,2,127.0
42.30689,0.0,1,0.36,173,Pop,0.58,36.0988,-115.175,3,153.0
42.30689,0.352,1,0.24,7,Electronic,0.48,39.0611,-94.5905,1,62.0
42.30689,0.0,1,0.3,19,Alternative,0.37,33.4511,-112.079,6,212.0
42.30689,0.0,2,0.32,3,Pop,0.27,42.3532,-71.0479,2,37.0
42.30689,0.47,1,0.28,25,Pop,0.57,34.0615,-118.309,25,75.0
42.32772,0.423,1,0.35,26,Pop,0.46,33.1228,-117.085,9,148.0
42.32772,0.38,1,0.42,6,Rock,0.46,40.008,-105.276,2,114.0
42.34856,0.304,1,0.33,15,Rock,0.46,45.5192,-122.652,2,103.0
42.34856,0.35,1,0.41,25,Pop,0.45,37.7876,-122.41,2,44.0
42.34856,0.403,3,0.3,28,Rock,0.51,37.784,-122.433,4,82.0
42.34856,0.0,1,0.41,36,Rnb,0.36,36.1142,-115.171,84,227.0
42.34856,0.484,1,0.37,45,Rap,0.51,47.5879,-122.334,24,143.0
42.34856,0.0,2,0.35,3,Blues,0.45,45.5008,-122.655,4,112.0
42.34856,0.0,1,0.33,28,Jazz,0.37,34.2003,-119.18,39,135.0
42.34856,0.385,2,0.34,41,Rock,0.5,49.2806,-123.121,19,152.0
42.34856,0.417,1,0.47,5,Pop,0.5,37.7761,-122.421,8,47.0
42.39022,0.374,1,0.33,14,Country,0.49,34.0908,-118.388,2,51.0
42.41106,0.0,1,0.2,222,Rock,0.51,36.099,-115.17,4,139.0
43.11939,0.356,2,0.28,21,Pop,0.47,26.1211,-80.1462,2,70.0
43.16106,0.376,1,0.35,44,Rock,0.44,39.9975,-83.0073,3,70.0
43.17495,0.472,4,0.49,17,Hard Rock,0.45,42.6496,-71.3129,9,106.0
43.18189,0.0,1,0.29,3,Alternative,0.0,39.1157,77.5656,3,53.0
43.18189,0.403,1,0.28,9,Alternative,0.49,42.3323,-83.0416,9,78.0
43.18189,0.0,1,0.36,31,Electronic,0.34,35.2391,-80.8461,17,112.0
43.18189,0.0,1,0.41,23,Pop,0.4,33.7517,-84.3899,2,187.0
43.18189,0.484,1,0.39,12,Country,0.55,33.9947,-81.037,300,81.0
43.18189,0.355,2,0.25,9,Alternative,0.47,42.3529,-71.1326,2,61.0
